Value,Value_HeatPump,Value_OtherAppliances
0.17719069,0.38750362,0.23357736
0.23075587,0.50410676,0.2016271
0.64163315,0.4701926,0.655847
0.42624477,0.4321429,0.6030342
0.19026956,0.401655,0.45360583
0.2594012,0.39206612,0.31686634
0.25710297,0.36721367,0.31192183
0.2579281,0.4632203,0.3744035
0.16358969,0.35498247,0.2798039
0.7365242,0.55503666,0.6448199
0.5299344,0.43418068,0.4860954
0.597793,0.6090522,0.6120292
0.29711157,0.40580004,0.5404357
-0.045881957,0.20931329,0.32082954
0.12374119,0.30644873,0.43058348
0.13923681,0.26839402,0.541394
0.5117317,0.35544562,0.5417529
0.123596944,0.059115946,0.26017416
-0.098708,-0.046067767,0.13899215
0.13798058,0.13744824,0.28990042
0.19163325,0.45744187,0.29124838
-0.044245042,0.36605203,0.17227365
0.060713127,0.48458356,0.17780188
0.39033127,0.25531042,0.29541984
0.49254823,0.43441692,0.38340282
0.32565296,0.37096903,0.27218047
0.5959724,0.7235316,0.49221995
0.26735103,0.4914589,0.39371386
0.21669969,0.49441865,0.42046013
0.37515908,0.58515334,0.46746936
1.091752,0.84486204,0.96325225
0.90042037,0.7517208,0.8033301
0.6309423,0.6269662,0.7983401
0.6272737,0.6571755,0.75315124
0.64260316,0.5853715,0.6004748
0.63325346,0.6248398,0.5624264
0.61678714,0.66351694,0.5618717
0.038550485,0.008262593,0.062327214
0.029187933,-0.1001468,0.09102625
-0.045406662,-0.18109451,0.10299436
0.034390178,0.0068476144,0.19176768
0.024724267,0.12832,0.07048913
-0.10448731,0.14955485,0.012045329
-0.10298287,0.07236095,0.07355458
0.28033027,0.29867688,0.2508699
0.12837216,0.25200605,0.08577881
-0.013407074,0.113360025,0.02031674
0.04400438,0.113216266,0.2091007
0.066005334,0.15036674,0.32328963
0.009113265,0.10542192,0.32533368
0.07013588,0.11108201,0.17687763
0.9505732,0.82915956,0.91769135
1.0737143,0.8954099,1.2183069
0.86837405,0.77512634,1.0809642
1.014769,0.89222527,1.213649
0.94156396,0.84861684,1.1136043
0.7811568,0.7874602,0.857949
0.69275206,0.77919006,0.76418144
0.23553598,0.19457631,0.2765499
-0.17531234,-0.12025737,0.06089226
-0.24532539,-0.21128243,0.050186448
-0.06493539,-0.14861263,0.1488031
-0.20710593,-0.2912593,0.16479665
-0.15999827,-0.30672246,0.2040125
-0.21759802,-0.42398492,0.24184813
0.3191439,0.2677267,0.23213612
0.14647949,0.16767561,-0.0294697
0.07595755,0.15155552,-0.04981383
0.14255294,0.15549031,0.0010606628
0.062519036,0.16683611,0.06318562
-0.024566904,0.18737741,0.24150632
0.12127729,0.26307693,0.36420804
0.5370928,0.4346635,0.5168341
0.28817725,0.15983124,0.28665283
0.740217,0.6714685,0.6347276
0.45471132,0.48316965,0.3709582
0.54901826,0.62627995,0.47019756
0.3109402,0.5967795,0.39063737
0.25195852,0.580665,0.42252076
0.7562102,0.6523479,0.6179945
0.61986184,0.5681188,0.6045513
0.518269,0.54974705,0.52198213
0.33710796,0.61657625,0.46158725
0.49726114,0.88137627,0.55093193
0.2789048,0.755388,0.31307784
0.41366306,0.86217695,0.3420606
0.67521024,0.6464453,0.6702719
0.8414004,0.7538043,0.8470867
0.73872,0.71758187,0.82636636
0.48931938,0.80688584,0.60066026
0.55489063,0.9397197,0.6234689
0.53426415,0.9748146,0.47815713
0.4776569,0.9401784,0.45861328
0.2910448,0.13426799,0.24267165
0.18879583,0.097109586,0.26464945
0.020080082,-0.10464931,0.21322244
-0.040795214,-0.1536605,0.23373811
0.0963305,-0.07697008,0.41217145
0.0675658,-0.058042213,0.35443512
-0.14673224,-0.11098429,0.24356511
0.1035359,0.03451927,0.08869858
0.041954767,-0.12136253,0.13240622
0.17241308,0.020438371,0.19135122
0.05642031,0.0019610878,0.13522884
0.06289211,0.03295932,0.14302479
0.19139126,0.039851665,0.23536018
0.04213648,-0.07402207,0.16256794
0.32531223,0.16555686,0.34083086
0.4867093,0.32128933,0.43012622
0.19617659,0.26906285,0.19129446
0.16969267,0.34200028,0.22278091
0.3101463,0.49685752,0.32315698
0.3705697,0.48343945,0.44276556
0.39131886,0.44764358,0.45139378
0.89258546,0.7152508,0.73121107
0.5616846,0.52265286,0.515234
0.86252505,0.7413548,0.7796529
0.75177103,0.6325511,0.63122374
0.66591567,0.5507053,0.6012439
0.58215094,0.50002736,0.46149272
0.56568944,0.50212437,0.42565933
0.33998847,0.24536031,0.27977738
0.3657444,0.24394816,0.28764254
0.4483431,0.28659597,0.3070486
0.46399817,0.50360394,0.3768657
0.23371753,0.494539,0.27250892
0.2812191,0.6741399,0.22562525
0.2671515,0.61947936,0.14715712
0.112783134,0.047844797,0.055117585
0.27162394,0.31895885,0.10608813
0.060062982,0.27914214,-0.0657901
0.02516187,0.39632475,-0.0025805626
-0.009479448,0.52519006,0.10206992
0.110666774,0.5815389,0.24477875
0.26967004,0.65789366,0.2959126
0.4333616,0.32950824,0.28267497
0.42049587,0.40200162,0.30826536
0.33090127,0.46200585,0.25498495
0.27545306,0.5301958,0.23991022
0.2785739,0.65833914,0.20785266
0.5238286,0.80253553,0.4880595
0.36408186,0.67184365,0.35956964
0.79044473,0.66717356,0.69045997
0.5416272,0.48096642,0.4170755
0.19628492,0.2694876,0.3041511
0.31579596,0.48885426,0.296492
0.285162,0.5240544,0.24644294
0.15505654,0.4305758,0.32296464
0.11710022,0.39644283,0.4873465
0.15115438,-0.012213597,0.15656924
0.028197363,-0.127334,0.1174776
0.026560936,-0.0876607,0.29531989
0.09112086,0.0041443873,0.3707616
-0.083958454,-0.043007173,0.44995776
0.011755705,-0.034907453,0.4989255
-0.035718247,-0.07501758,0.48497722
0.0110754,-0.09989772,-0.095052324
-0.14452589,-0.24439904,-0.013202736
-0.078365415,-0.28157848,0.2963299
0.20782289,-0.096978925,0.41376406
0.062481325,-0.12104245,0.29537097
-0.07144931,0.02028886,0.17147094
-0.14681888,0.048471637,0.18069944
0.6463417,0.42105842,0.46349624
0.7818511,0.5965708,0.6421457
0.5431971,0.5123703,0.4926948
0.72956514,0.69222355,0.6075658
0.9017079,0.9852605,0.86690956
0.7518385,1.1539562,0.8119233
0.6764221,1.1127527,0.9066893
0.35692477,0.21406485,0.3290086
-0.02740588,-0.09672547,0.08462472
0.0076748505,0.0153408665,0.22964214
0.0048792493,0.038471065,0.31637892
-0.0624652,-0.100567624,0.42821664
-0.08955399,-0.08064422,0.50319326
0.055268936,-0.14473632,0.59232193
0.22880617,0.21612625,0.18586615
0.5082963,0.45472193,0.47685325
0.13821006,0.18381852,0.32035458
0.0075010136,0.039614454,0.32098028
0.14252795,0.17532392,0.38132522
0.07660909,0.29030666,0.32876062
0.053304095,0.37637925,0.2785426
0.34876156,0.25800484,0.20988399
0.14892665,0.091093056,0.06197241
0.06274867,0.08658102,-0.03367968
0.0816902,0.14586708,0.11920789
0.009083882,0.08451957,0.1960746
-0.043786548,-0.020734685,0.16968618
-0.11959735,0.028144335,0.13511351
0.61974275,0.4264518,0.47666767
0.59606785,0.52278244,0.5376185
0.21728987,0.27886415,0.27598122
0.20938039,0.41926903,0.3642721
0.31619033,0.5744579,0.33370355
0.2631287,0.5876948,0.39412558
0.35078084,0.634846,0.3593478
0.4642591,0.39554203,0.34355256
0.19226187,0.29112977,0.22200799
0.10248303,0.31284058,0.26570013
-0.08401089,0.20414214,0.13906088
0.16530618,0.4030013,0.28851682
-0.015132606,0.23676813,0.2552406
0.12052762,0.38042575,0.3792977
0.8317398,0.75054264,0.7876663
0.5212951,0.4483497,0.5762629
0.67955756,0.5747912,0.7502475
0.4746763,0.48012978,0.5936037
0.20155054,0.3110759,0.53276795
0.41730052,0.47603327,0.5836507
0.4016127,0.60977614,0.4167606
0.8741314,0.6423357,0.60181683
1.0694978,0.8998111,0.7982165
0.9706929,1.0235639,0.87167937
0.90591115,1.0404228,0.85863835
0.86687374,1.0110639,0.7887706
0.70268136,0.98407125,0.5238302
0.7361015,1.0965261,0.43304035
0.8982887,0.6750841,0.80070084
1.2430639,1.0956435,1.3421279
1.1910043,1.205091,1.413782
1.0405546,1.2103063,1.3279923
1.3053641,1.4206915,1.5989038
1.1801033,1.3045243,1.4654734
1.1621051,1.1499262,1.3391023
0.566691,0.40010995,0.5025518
0.85258996,0.71423805,0.91290647
0.61654085,0.7454208,0.6946159
0.7668895,0.97643495,0.8240314
0.45993048,0.791208,0.5339232
0.46406454,0.8746497,0.4704484
0.61143404,0.9626496,0.5617514
0.31595668,0.20886312,0.2506059
0.14824563,0.08014703,0.16073954
0.010879356,-0.09200906,0.04160951
0.12073139,0.08505856,0.13753437
-0.02871719,0.022266513,0.029678715
-0.10768523,0.030183142,0.12882884
-0.025170155,0.05941955,0.4015178
0.2851401,0.124940425,0.17144376
0.051031183,-0.02623581,0.15400311
-0.05296292,-0.058294587,0.19920929
-0.029630587,-0.07114278,0.29544595
-0.12572828,-0.21537483,0.30079076
0.03331501,0.027939146,0.31503713
-0.1238687,-0.029238963,0.19639842
0.09063356,-0.0006614905,0.05471226
0.3635471,0.32029137,0.28181756
-0.044222005,0.0459133,0.10615716
0.09667263,0.17918001,0.22967024
0.2776879,0.34635738,0.33122632
0.14334598,0.32930994,0.28490576
0.16774368,0.41681662,0.28058204
0.24614152,0.15506634,0.2727864
0.5122597,0.4005107,0.48353633
0.48807955,0.54873073,0.45297694
0.5123037,0.6426228,0.5491813
0.6154058,0.73370177,0.5852196
0.4147077,0.67015207,0.47584292
0.3321311,0.5295451,0.44436094
0.15817827,0.06752562,0.1047062
0.42034537,0.37694955,0.44825786
0.50456566,0.5462199,0.52225053
0.28355473,0.45513403,0.3506454
0.20060527,0.45400542,0.3246592
0.3196881,0.4836496,0.38565746
0.35309276,0.478446,0.3173301
0.5152013,0.28424808,0.35293925
0.44298512,0.23431486,0.23001948
0.16384482,0.086876504,0.19677351
0.14921018,0.0742399,0.36672512
0.25521275,0.15275194,0.525554
0.30416858,0.19372198,0.52178705
0.18901888,0.1185654,0.5416638
0.35461682,0.32071674,0.25448954
0.058037575,0.09516675,0.04045339
0.2068604,0.20279188,0.1861761
0.08987049,0.18588957,0.24300934
0.102420665,0.23566628,0.2995487
0.055435278,0.19602165,0.29486996
0.049897075,0.014517663,0.4057441
0.21231529,0.15136372,0.18648121
0.12163193,0.13653785,0.14444451
0.076023676,0.1313956,0.091523
0.041592687,0.18997598,0.10912626
-0.00847172,0.13290207,0.13900714
0.0887573,0.22849172,0.28455985
0.11017251,0.23994164,0.4045407
0.2682423,0.10424585,0.1827302
0.2841093,0.21112406,0.264648
0.14396922,0.28756124,0.31779477
0.01967235,0.23818833,0.2043595
0.017519549,0.32737672,0.0867787
0.039400116,0.32581326,0.00054865144
0.0010379851,0.29052025,0.13921656
0.5252912,0.39137226,0.497097
0.35228673,0.30395314,0.33166936
0.42335176,0.40403545,0.40038827
0.30131656,0.37518498,0.21307574
0.3128067,0.48033983,0.19656098
0.44037935,0.618792,0.28832442
0.36416984,0.51228255,0.3336937
0.0073538907,-0.028975492,-0.035024054
0.16516852,0.20806976,0.18881314
0.03774131,0.17237672,0.15560311
-0.045217805,0.14417726,0.20604326
-0.09668226,0.18344668,0.16054103
-0.09408329,0.28106382,0.12024677
-0.10954691,0.24320267,0.044753432
0.8228787,0.54376435,0.6825687
0.5329977,0.32608765,0.4981975
0.34605825,0.2543515,0.2107433
0.39865804,0.41226292,0.24197358
0.43084508,0.38010043,0.3019525
0.2635507,0.36539552,0.27474228
0.15285158,0.45920676,0.19757007
0.6471975,0.45058733,0.65347946
0.60405266,0.6365679,0.75301534
0.4294,0.5165838,0.51499707
0.36783457,0.5337138,0.42503503
0.47545445,0.7057005,0.5142177
0.4091276,0.7060333,0.4397044
0.4701478,0.7923981,0.36923146
0.59934276,0.6209425,0.52597296
0.6167895,0.69646764,0.5863704
0.7085779,0.7306044,0.6733306
0.41474968,0.48177698,0.45605472
0.38858038,0.5796818,0.43669587
0.33462334,0.5666419,0.3237369
0.31664056,0.6101786,0.4547852
0.7340559,0.6190033,0.5677375
0.62497145,0.6682476,0.4995454
0.4963873,0.55665183,0.3670351
0.37032044,0.50877416,0.39359158
0.53420293,0.72709876,0.61053246
0.4057852,0.5474156,0.4079984
0.4449752,0.6313633,0.48765156
0.49707866,0.4181415,0.3703146
0.5433173,0.58039564,0.45608053
0.34889534,0.46679628,0.47130826
0.39890996,0.51485777,0.5469978
0.27199876,0.42790136,0.45630786
0.3609188,0.50913805,0.43295947
0.39221382,0.49754384,0.47174695
0.11465198,0.09989854,0.0075678434
0.5841775,0.6337395,0.43684042
0.41357127,0.5238037,0.25609085
0.36695594,0.6189225,0.18060164
0.3989684,0.79348755,0.28671566
0.47303855,0.9359739,0.45479244
0.51055855,0.8635018,0.5676534
0.655347,0.520469,0.47010863
0.58192456,0.635782,0.46688148
0.5468655,0.86965823,0.52663356
0.5070448,0.8766054,0.49308392
0.63222384,0.8647952,0.50534993
0.6946201,0.89721334,0.5310849
0.6284334,0.9145136,0.46735564
0.5366112,0.45315683,0.42422858
0.6184796,0.56159663,0.7261167
0.1936858,0.24756694,0.35197708
0.17921168,0.25785255,0.31012776
0.16423628,0.40690428,0.2711724
0.27528283,0.57858294,0.2042568
0.2773428,0.65505236,0.28201
0.10632767,0.11384479,0.044722423
-0.1107037,-0.051572345,-0.04364898
0.05851461,0.03168582,0.16379903
-0.03469856,0.024811493,0.21191396
-0.09880013,-0.016399598,0.27849936
-0.08170295,-0.039298393,0.39988652
-0.070339985,-0.056149803,0.44595364
0.3593061,0.24975279,0.26826006
0.20728815,0.10238775,0.12512334
0.19631884,0.095327854,0.17949767
0.090548426,0.01952423,0.21559218
0.02013013,0.13023016,0.2969111
0.13071929,0.15989096,0.35691693
0.07448624,0.07318241,0.20841597
0.33662295,0.1935399,0.28364584
0.52683985,0.42272037,0.3812022
0.40381756,0.42001224,0.38636705
0.18889719,0.3203277,0.20551994
0.3868675,0.43990928,0.32435384
0.24105293,0.39553356,0.20155986
0.3398657,0.5022756,0.26455608
0.46095702,0.34941489,0.32840028
0.08378826,0.016410857,0.042476483
0.3063852,0.23445743,0.24942747
0.11488642,0.18440676,0.113525815
-0.019036409,0.14332096,0.124468714
0.033906005,0.14624712,0.25467965
0.1256082,0.1348716,0.3285019
0.5146154,0.41196734,0.41182342
0.48526362,0.5305332,0.3881182
0.42093328,0.5029745,0.35825256
0.41125202,0.46477228,0.33898067
0.2654831,0.50522995,0.32713217
0.28570974,0.62644815,0.37832573
0.3493901,0.69638777,0.4129229
0.092475824,0.09611181,0.1437133
0.075355396,0.031687632,0.23749138
-0.14659941,-0.07728394,0.16934729
0.032678254,0.05106721,0.30320835
0.0827184,0.066423394,0.3020384
-0.02811464,-0.013865488,0.20750587
-0.095667996,-0.021851705,0.1971994
0.36271763,0.37164143,0.4305379
0.22902277,0.31990874,0.30395588
0.1021463,0.27165443,0.25731003
0.03393644,0.30135965,0.3224441
0.035257883,0.20729433,0.32505676
0.080123305,0.17047676,0.19061728
0.0419338,0.1488802,0.23994339
0.35426813,0.32134587,0.20950012
0.435924,0.4748582,0.37749898
0.31965667,0.41786313,0.33899888
0.23159164,0.31538433,0.28727388
0.13394427,0.29104018,0.27225232
0.18871263,0.45156544,0.34389654
0.2168419,0.45820808,0.4422901
0.16268536,0.17990823,0.084113136
0.6467705,0.59426653,0.52961594
0.57609665,0.6706152,0.5607053
0.482947,0.507994,0.395466
0.43419445,0.46481037,0.42713568
0.35822675,0.4729079,0.50447017
0.192144,0.42626178,0.3401433
0.8160614,0.7440134,0.7428994
0.74532616,0.7769449,0.8257647
0.5703569,0.6039581,0.7109347
0.7223022,0.78294516,0.67545784
0.67113495,0.93337,0.52953774
0.54021436,0.8800108,0.5052507
0.58405596,0.83191645,0.54248405
0.5559192,0.35412186,0.3420317
0.69574547,0.64508915,0.3683829
0.5736913,0.7581955,0.45259637
0.42907125,0.5535189,0.41990498
0.5479697,0.68857837,0.44481483
0.42771763,0.6169609,0.36605033
0.6210834,0.9110532,0.5690156
0.7577474,0.59815985,0.5800778
0.36791056,0.3664226,0.2745092
0.3262518,0.43298838,0.23641473
0.24622443,0.3496702,0.28337565
0.3495394,0.4254696,0.40223178
0.30991763,0.33817884,0.39035764
0.21285084,0.36621347,0.28224373
0.23498377,0.13114451,0.22316706
0.03499602,-0.088551275,0.11144667
0.10118719,-0.043474562,0.10982691
0.046328407,0.0012988616,0.048272163
0.057355247,0.15994237,0.028894195
0.16701448,0.26236188,-0.041573666
0.07841136,0.3828689,0.04204862
0.41242176,0.28996783,0.3452873
0.22561392,0.22685513,0.18505146
0.42573655,0.39101082,0.2655577
0.6879705,0.73071796,0.49352452
0.41565472,0.529977,0.41476402
0.48178333,0.6405494,0.3818439
0.42380077,0.5597118,0.24029982
0.24472633,0.23443905,0.25481322
0.22754666,0.23366027,0.13764624
0.12017401,0.17407262,0.12972005
-0.010954924,0.13237728,0.20072298
0.026942544,0.06550183,0.36957496
0.040236346,-0.023493627,0.54099077
0.1130962,-0.0033726636,0.68991303
0.41100064,0.28542304,0.31869265
0.53465265,0.4386536,0.40695783
0.81921136,0.73167145,0.67967206
0.8933419,0.9167613,0.9479111
0.8478352,0.9245167,0.97958034
0.7011298,0.8761083,0.9640949
0.79703915,0.976798,0.8716791
0.11568336,0.10841674,0.049619704
0.33207738,0.28155655,0.23296842
0.17062679,0.25621936,0.1290344
0.053976215,0.23989213,0.20703769
-0.0070601627,0.28409928,0.39156443
0.07812267,0.18600143,0.5683119
0.06451964,0.14617607,0.59554046
0.8126169,0.7040771,0.75130045
1.2612336,1.3041692,1.3877727
0.8742771,1.0657103,1.2501187
0.7949301,1.0017257,1.071189
0.8736931,1.0491074,1.0363011
1.0000714,1.1447167,1.0247656
0.9318954,1.0261686,0.8115217
0.5664357,0.4584428,0.49071229
0.7041442,0.63898367,0.7602559
0.7558559,0.73451054,0.8372881
0.5872044,0.718419,0.80695003
0.5856205,0.68395245,0.7427141
0.45761183,0.6394906,0.53520304
0.5556366,0.8192295,0.6080222
0.7160739,0.52607346,0.6670173
0.68273866,0.55013967,0.6618112
0.60134584,0.65163815,0.6767592
0.74252224,0.9548247,0.7569888
0.44861397,0.81093377,0.59973884
0.3741065,0.7877157,0.5601768
0.5346416,0.9276623,0.60054713
0.85225534,0.6023772,0.58827853
0.9840458,0.79136616,0.7942804
1.1660137,1.056537,1.2154325
0.82757425,0.7481536,0.9267666
0.9290209,0.9880031,1.1602963
1.0534842,1.0749965,1.1762348
0.9721675,1.1141841,1.065463
0.22518066,0.19837044,0.13589796
0.54922986,0.5403237,0.5398683
0.06683159,0.2924034,0.21303087
0.047718607,0.3591165,0.21463342
-0.0015689954,0.3261939,0.18720558
-0.05838731,0.32532614,0.11568617
0.115708634,0.47364116,0.26880676
0.15630528,0.010417479,0.10495773
0.11198411,0.102395035,0.13250844
0.10743478,0.23562625,0.22070171
0.13075864,0.24799402,0.18392359
0.11072468,0.29922643,0.19240081
0.112196915,0.37196073,0.16174962
0.10296841,0.5148196,0.14160712
0.5006767,0.39658466,0.52479845
0.41534224,0.44385105,0.52471006
0.5657164,0.68776315,0.58852106
0.3644486,0.69137514,0.40474197
0.41305125,0.7802185,0.43330196
0.5555692,0.9192825,0.5718193
0.4216186,0.8240316,0.4480053
0.76783884,0.6216024,0.59291476
0.5360777,0.3967498,0.45384023
0.7435168,0.64423907,0.6871155
0.8127807,0.80120933,0.7743538
0.6524788,0.78489923,0.62423015
0.63076884,0.75115865,0.5909124
0.7255711,0.93710476,0.54943126
0.05105622,0.025575897,-0.020041117
0.12093892,0.083904274,0.017330222
0.29172117,0.2511232,0.030273521
0.32906723,0.26345325,0.06045495
0.31329095,0.30061302,0.0419941
0.07815581,0.3494345,0.0019326191
0.067499764,0.3918021,0.06635744
0.55024123,0.47974426,0.28957668
0.6371721,0.63144666,0.47137615
0.5162194,0.6408509,0.5157527
0.5970317,0.77486086,0.56558484
0.4391698,0.7045773,0.43577775
0.39404052,0.806188,0.40458944
0.46733427,0.8830526,0.51602066
0.11445867,0.09225624,0.07484685
0.23908362,0.19658905,0.24278432
0.12713674,0.16226107,0.21706903
0.14421211,0.32790175,0.26776025
0.055901263,0.3937419,0.2507385
0.08911585,0.471931,0.23095004
0.09195833,0.46245176,0.38723186
1.2267861,1.0723934,1.1092926
1.0965326,0.89930654,1.0027518
1.0426692,0.87465024,1.0638171
1.3281331,1.2271471,1.4765269
0.94264007,1.0020872,1.2445284
0.8327893,1.0089692,0.992185
0.85489,1.0973685,0.91816473
0.35679924,0.1603885,0.18957144
0.019766487,-0.09108844,0.065785214
0.23360878,-0.015463198,0.26561096
0.10200396,-0.03091657,0.2823689
0.1701074,0.041512977,0.32641062
0.1016243,-0.093151234,0.32469413
0.043139383,-0.09614314,0.48625052
0.15569624,0.060538784,0.10396533
-0.06020581,0.039618164,0.0027060863
-0.05380941,0.097918205,0.18435454
-0.02900669,0.0678053,0.40032902
0.039383218,0.00039596483,0.53601015
0.08125105,-0.10828256,0.5222786
0.022073306,-0.17154977,0.49002934
0.036494784,-0.09345079,0.06983023
-0.0343014,-0.10801881,0.03297466
-0.122974865,-0.13534129,0.19228087
-0.074492455,-0.04919249,0.32334992
-0.028012268,-0.24580795,0.46710727
-0.16426292,-0.3392924,0.5076679
-0.17596525,-0.3641889,0.48834148
-0.12056496,-0.13627891,-0.08711036
0.11319048,0.16570196,0.16992271
-0.1848836,-0.17273386,0.08561307
-0.263155,-0.3299717,0.16161333
0.005251415,-0.22607443,0.4294419
-0.042879857,-0.28361085,0.38137728
-0.04228811,-0.33794525,0.42781788
0.25713453,0.23298475,0.16412583
-0.12604544,-0.059731662,0.012425369
-0.061964765,-0.00574735,0.1349869
0.055348556,-0.027092332,0.3133591
-0.03521479,0.009756407,0.40078753
-0.037767395,-0.017705789,0.5068915
-0.029876329,0.048505537,0.41195893
0.02309626,0.027787814,0.06548191
-0.18917626,-0.0937108,0.023142213
-0.1158079,-0.16809267,0.23560761
0.016972177,-0.13159254,0.37393573
-0.1246515,-0.13465223,0.33608297
-0.21483478,-0.15906261,0.21463855
-0.105269305,-0.117386766,0.22331648
0.54162025,0.43580914,0.34888545
0.2972894,0.32545072,0.20780963
0.3302241,0.45020717,0.30464968
0.0036281943,0.2789464,0.1624357
0.116096176,0.4487458,0.19897777
0.24166945,0.5582299,0.27578044
0.014533948,0.36893475,0.28477564
-0.023957364,-0.07992569,-0.029002031
0.0575284,0.06376953,0.094489634
0.028192248,0.019771447,0.18588352
0.06336837,0.024680136,0.248282
0.041648842,0.12132854,0.2854976
-0.048299022,0.07228678,0.47244346
-0.00852358,0.06455275,0.4850181
0.131706,0.11958171,0.12284989
-0.26126942,-0.2150762,-0.061485812
-0.18848994,-0.16648725,0.21675459
-0.185206,-0.22172809,0.341697
-0.10435025,-0.19803748,0.35149473
-0.29265106,-0.24236444,0.22202373
-0.30982774,-0.2818421,0.17945422
0.16063085,0.14291105,0.18544766
0.14995903,0.061177783,0.26735777
-0.04343009,-0.037968107,0.21793036
-0.009479631,-0.00080719776,0.27494588
0.12366364,0.12308899,0.3508297
0.13094309,0.28904334,0.25378785
0.0012987554,0.3223733,0.1676149
0.33855504,0.24149975,0.24996085
0.315584,0.21383394,0.37200308
0.11519518,0.15626918,0.28823686
0.18666694,0.39127326,0.32390788
0.2277799,0.41071045,0.3030378
0.5282536,0.66334236,0.40381557
0.47130233,0.6790143,0.37982127
0.59543383,0.59228057,0.39764625
0.5637479,0.6339878,0.4843519
0.52238905,0.59383464,0.50899345
0.50885,0.6520978,0.5749742
0.3402164,0.5895407,0.48843828
0.33756664,0.7059977,0.5298483
0.47588998,0.9956689,0.51844734
0.4446339,0.32043046,0.3356485
0.28598747,0.20488304,0.19606945
0.4137484,0.33619136,0.28480405
0.21938345,0.1971987,0.22087082
0.38498482,0.49488658,0.26580414
0.19280541,0.34606647,0.27651468
0.18927506,0.29871422,0.34584376
-0.011768445,0.0058468506,-0.029759655
-0.073183514,-0.13775775,-0.03008137
-0.14419019,-0.2817348,0.10968491
0.07194068,-0.1660233,0.33042294
-0.017927513,-0.23303184,0.31813976
-0.039605804,-0.25557163,0.4027775
0.0316341,-0.24929252,0.4467092
0.44748664,0.49950117,0.42231148
0.04905794,0.21233147,0.1913727
0.15268877,0.3029965,0.2984522
0.25958169,0.45989138,0.37400123
0.063211724,0.45755807,0.3901513
0.15467107,0.4340472,0.4506351
0.17472401,0.39281267,0.32332733
0.43971545,0.29114735,0.38834098
0.3074913,0.1864323,0.38331616
0.32988483,0.19742917,0.3546823
0.34511673,0.26763892,0.41146326
0.14299196,0.1324192,0.25543377
0.12972996,0.15072682,0.13235565
0.16829407,0.19349886,0.1124155
0.68667054,0.59386015,0.6843191
0.38223183,0.25655487,0.4659143
0.6723653,0.6961255,0.61586374
0.58950865,0.8050987,0.51718956
0.404749,0.82409847,0.29710427
0.50649387,1.014996,0.415241
0.51006985,1.0340902,0.43342954
0.016797854,0.06950718,0.037184477
0.13353962,0.122758985,0.110711955
0.123409145,0.11319081,0.1137975
0.014873225,0.13522442,0.09089141
-0.059793614,0.2036965,0.051458754
0.061838605,0.2924843,0.15102994
0.04392477,0.3538063,0.29469946
0.40540773,0.4166783,0.3215601
0.5698066,0.5534132,0.48747534
0.5668226,0.41978127,0.40724072
0.34927493,0.3096723,0.24487989
0.2879237,0.26785347,0.17693025
0.3041886,0.330508,0.25278944
0.3326941,0.40935314,0.31318453
0.80645156,0.7035312,0.71579736
0.5611321,0.64157814,0.631072
0.32196206,0.6082797,0.43285227
0.25959876,0.6287054,0.38869065
0.2850886,0.6888419,0.3344691
0.2101551,0.6262088,0.2774109
0.32358205,0.6253364,0.33692867
0.31421942,0.157858,0.20007536
0.51317537,0.5176235,0.44237468
0.3582984,0.5436214,0.29469582
0.49819422,0.6901988,0.30071428
0.65401703,0.8205379,0.4556013
0.5274427,0.7469696,0.49492756
0.528585,0.87584925,0.47016555
0.053234883,0.07561059,0.006520238
0.0725067,0.038028628,-0.051800795
0.08316376,0.05298266,0.037163034
0.23740888,0.2055946,0.1490078
0.19026825,0.30680212,0.16417955
0.15067512,0.43724266,0.21742465
0.08548547,0.48312384,0.11306386
-0.013903491,-0.23098117,0.043048605
0.09804384,-0.018131835,0.15396944
-0.008277267,-0.060801707,0.19712201
0.13002771,0.03220918,0.19750056
0.17578757,0.22010592,0.12954356
0.2588524,0.40379968,0.28826055
0.08998073,0.4773929,0.23084837
0.3045347,0.18078046,0.22672197
0.38686556,0.23824492,0.2444211
0.039287858,0.065135784,0.036847167
0.18097669,0.20464009,0.12271954
0.23385915,0.21264997,0.2539688
0.06789619,0.15811254,0.15690894
0.10666349,0.20977567,0.10131241
0.5933555,0.5576781,0.5197803
0.36182746,0.27207094,0.28102094
0.17533156,0.13079673,0.24010828
0.2290219,0.23283094,0.36393607
0.17464948,0.20637916,0.28728357
0.080654964,0.22869457,0.3166735
0.10144571,0.20198572,0.43940178
0.5225264,0.4142232,0.44713232
0.6998829,0.69477737,0.8391593
0.76743925,0.8874364,1.060312
0.45884484,0.6831155,0.783911
0.6524919,0.8412,0.80125767
1.0037526,1.2835284,1.1004773
0.5992065,1.0442134,0.83370215
0.4443085,0.36531597,0.3941035
0.285922,0.29733592,0.25575206
0.073406294,0.19931555,0.1654811
0.28381854,0.3237877,0.32671693
0.2688604,0.3108222,0.2972522
0.15399832,0.26183382,0.3089005
0.061008573,0.27767837,0.32800373
0.48789984,0.32435533,0.32983574
-0.19222352,-0.1202976,-0.047100417
-0.31623018,-0.22897345,0.08517377
-0.26327395,-0.30516788,0.38206458
-0.14566949,-0.42107886,0.43614006
-0.21721217,-0.532464,0.43023482
-0.22572356,-0.58409995,0.45600313
0.07319985,0.11520623,0.11788545
